appid,ate,se,nobs,price,title,regular_price,logprice,ngames,ngames_pub,logngames,years_since_release,release_year,logyrs,indie,multiplayer,free_to_play,rich_story,difficult,early_access,remake,retro,metascore,metastd,rating_count,logratecount,date_num,wkend,is_promo,game_sponsored,game_sponsored_daily,game_primary,game_primary_daily,is_significant
386360,0.0925400620385287,0.00129577036040343,5447,0,SMITE®,0,0,2,6,0.693147180559945,5.6767125,2015,1.898625725689,0,1,1,0,0,0,0,0,83,3.16381,89187,11.3985017803703,0,FALSE,,0.0092449272,0.0293208416551352,0.83212823,0.991531196772826,TRUE
386940,0.0116158121548391,0.00622383233376948,5447,,Ultimate Chicken Horse,14.99,,1,1,0,5.1890411,2016,1.82278016354952,1,1,0,0,1,0,0,0,80,0,22809,10.0349543152784,0,FALSE,,0.01344364,0,0.035160288,0,FALSE
387990,0.0147380616584922,0.00222851328379594,5447,,Scrap Mechanic,19.99,,2,2,0.693147180559945,5.3095889,2016,1.84207052387606,1,1,0,1,0,1,0,0,-99,-99,74718,11.2214896895155,0,FALSE,,0.0015360983,0,0.19969279,0,TRUE
389140,0.00100030452371045,0.0158741123935203,5447,,Horizon Chase Turbo,19.99,,1,1,0,2.9917808,2018,1.38423744712198,1,1,0,0,0,0,0,1,76,2.496711,3497,8.15994665557855,0,FALSE,,0,,0.009708738,,FALSE
389430,-0.00480585282925587,0.00142130337623787,5447,0,Knight Online,0,0,1,1,0,5.2958903,2016,1.83989708720219,0,1,1,1,0,0,0,0,-99,-99,9572,9.16670191494635,0,FALSE,,0.0033985702,0,0.96859252,0.994755026601524,TRUE
389730,0.036076501860544,0.00111372803232483,5447,,TEKKEN 7,39.990002,,12,50,2.484906649788,3.9452055,2017,1.59841852133961,0,1,0,1,1,0,0,0,82,2.7740619,55011,10.9153066222346,0,FALSE,,0.00083956926,0,0.79591167,0.928969056190908,TRUE
391220,0.00970116902187354,0.00193867734274652,5447,,Save 80% on Rise of the Tomb Raider™,29.99,,15,61,2.70805020110221,5.2547946,2016,1.83334830564989,0,1,0,1,0,0,0,0,86,2.0992622,102197,11.5346673870886,0,FALSE,,0.0062929061,0,0.070366129,0,TRUE
391540,0.0127528844080818,0.00379349220394661,5447,,Undertale,9.9899998,,1,1,0,5.6575341,2015,1.89574916073564,1,0,0,1,0,0,0,1,92,0,158753,11.9751111132879,0,FALSE,,0.0033444816,0,0.16648087,0.494729302823544,TRUE
393380,0.0131682823022603,0.000594129375140665,5447,,Squad,49.990002,,1,3,0,0.63013697,2020,0.488664041963138,1,1,0,1,0,1,0,0,80,2.5956693,86364,11.3663377801274,0,FALSE,,0.0044642859,0,0.36934525,0.162295341142453,TRUE
394360,0.0362946766082783,0.000411147615621592,5447,,Hearts of Iron IV,39.990002,,6,44,1.79175946922806,4.9315066,2016,1.78027824482177,0,1,0,1,0,0,0,0,83,2.7837827,140018,11.8495334066688,0,FALSE,,0.0039536855,0,0.61903417,0.993466136511415,TRUE
394690,0.0179608298570228,0.00245373919225348,5447,,Tower Unite,19.99,,1,1,0,5.0931506,2016,1.80716528784913,1,1,0,1,0,1,0,0,-99,-99,14184,9.55994034724295,0,FALSE,,0.0045731706,0,0.079268292,0.0110264634713531,TRUE
397540,0.0441977582586915,0.00127168334489753,5447,,Save 67% on Borderlands 3,59.990002,,16,52,2.77258872223978,1.1616439,2020,0.77086899704792,0,1,0,1,0,0,0,0,81,3.015229,82010,11.314608663591,0,FALSE,,0.0087753767,0,0.45370007,0.819852874381468,TRUE
397900,-0.00268406246020335,0.00954962848789865,5447,0,Business Tour - Board Game with Online Multiplayer,0,0,1,25,0,3.7917807,2017,1.566902095993,1,1,1,0,0,0,0,0,-99,1.714643,52678,10.871972173141,0,FALSE,,0.024327785,0,0.048015364,0.0034114450681955,FALSE
401920,-0.00372846605015424,0.000743957257793151,5447,,The Binding of Isaac: Afterbirth,10.99,,1,1,0,5.5342464,2015,1.87705702290557,1,1,0,1,1,0,0,0,85,1.606984,7227,8.88571765171212,0,FALSE,,0.0037599755,0.0118651073426008,0.61207026,0.83919713976411,TRUE
403640,0.0180287316809796,0.002513211999792,5447,,Dishonored 2,39.990002,,9,35,2.19722457733622,4.49863,2016,1.70449897030104,0,0,0,1,0,0,0,0,86,2.6897426,41700,10.6382803883147,0,FALSE,,0,0,0.040609136,0,TRUE
412020,0.0315356874075093,0.000955002136790977,5447,,Metro Exodus,39.990002,,1,26,0,2.2383561,2019,1.175065824502,0,0,0,1,0,0,0,0,82,2.7149336,60199,11.0054276312969,0,FALSE,,0.0062305294,0,0.048805814,0.0414925363147631,TRUE
413150,0.00317835043141863,0.000967846981132661,5447,,Stardew Valley,14.99,,1,1,0,5.2082191,2016,1.82587407542823,1,1,0,1,0,0,0,0,89,1.6940812,377778,12.8420646475391,0,FALSE,,0.0047996477,0,0.35728753,0.129941788941324,TRUE
413410,0.00508106089528424,0.0022435087618774,5447,,Danganronpa: Trigger Happy Havoc,19.99,,3,13,1.09861228866811,5.2301369,2016,1.82939830687575,0,0,0,1,0,0,0,0,82,1.9487333,20293,9.91808055483903,0,FALSE,,0.0011792453,0,0.33372641,0.362227335572243,TRUE
413420,0.0178897286869768,0.00212780176657215,5447,,Danganronpa 2: Goodbye Despair,19.99,,3,13,1.09861228866811,5.0630136,2016,1.80220697020105,0,0,0,1,0,0,0,0,83,0.86243683,17109,9.74741836688624,0,FALSE,,0,0,0.26393443,0.545138876885176,TRUE
414700,0.000573940984119338,0.0036147311932267,5447,,Outlast 2,29.99,,2,2,0.693147180559945,4.0465755,2017,1.61870989444883,1,1,0,1,0,0,0,0,75,1.9487333,28567,10.2600424892743,0,FALSE,,0.0062328596,0,0.023186238,0,FALSE
415200,0.00284904955159072,0.00155636538878209,5447,,Motorsport Manager,34.990002,,17,84,2.83321334405622,4.5041094,2016,1.705494976887,0,1,0,0,1,0,0,0,81,2.4118824,9986,9.20903952624314,0,FALSE,,0,0,0.27993527,0.192946872644825,FALSE
416590,-0.00153926864306934,0.0388082459156373,5447,,Emily Wants To Play,4.9899998,,2,1,0.693147180559945,5.4219179,2015,1.85971681140622,1,1,0,0,1,0,0,0,75,2.4565678,1515,7.32383056620232,0,FALSE,,0.005076142,0,0.02284264,0,FALSE
418370,0.0164577902028046,0.00212865232629518,5447,,Resident Evil 7 Biohazard,29.99,,13,14,2.56494935746154,4.2986302,2017,1.6674483343232,0,1,0,1,0,0,0,0,83,2.4222207,49997,10.8197382836103,0,FALSE,,0.0051126876,0,0.084307179,0.0583468390541384,TRUE
418460,0.0105926790529591,0.00122466912386314,5447,,Rising Storm 2: Vietnam,24.99,,1,7,0,3.950685,2017,1.59952595084482,1,1,0,0,0,0,0,0,81,2.8836765,45957,10.7354832149149,0,FALSE,,0.0088105723,0,0.0044052862,0,TRUE
418530,0.0765296204268153,0.00105426694213384,5447,,Spelunky 2,19.99,,1,2,0,0.6136986,2020,0.478528811393374,1,1,0,1,1,0,0,0,91,2.9818673,11995,9.3923285398689,0,FALSE,,0.0031868883,0,0.65285683,0.92748195322929,TRUE
424030,0.0482184840140322,0.0287563700724743,5447,,War of Rights,29.99,,1,1,0,2.4383562,2018,1.23499350834196,1,1,0,0,0,1,0,0,-99,-99,6382,8.76139348525606,0,FALSE,,0,,0,,FALSE
424840,-0.00737698200467197,0.001841744937741,5447,,Little Nightmares,19.99,,12,50,2.484906649788,4.0410957,2017,1.6176234592488,1,0,0,1,0,0,0,0,81,1.7793965,60606,11.0121656769376,0,FALSE,,0.0027915633,0,0.030862283,0.0633157771080732,TRUE
425580,0.00374723804424093,0.00761159749511775,5447,,The Room Two,4.9899998,,2,4,0.693147180559945,4.8520546,2016,1.76679281325789,1,1,0,1,0,0,0,0,81,0.94280726,12954,9.46923709299621,0,FALSE,,0.00390625,0,0.015625,0,FALSE
427520,0.0145719914229078,0.000286279636874532,5447,,Factorio,30,,1,1,0,0.73972601,2020,0.5537276353102,0,1,0,1,0,0,0,0,91,1.529757,124852,11.7348923242538,0,FALSE,,0.0051631071,0,0.51232105,0.926525571558159,TRUE
431240,-0.00273246603421757,0.0048796824293243,5447,,Golf With Your Friends,14.99,,9,9,2.19722457733622,0.97808218,2020,0.682127779354656,1,1,0,0,1,1,0,0,64,2.3151667,41591,10.6356631200636,0,FALSE,,0.012262774,0,0.043357663,0.000464233540697,FALSE
433100,0.0119198590839675,0.0537651427637666,5447,,The Town of Light,18.99,,1,1,0,5.2082191,2016,1.82587407542823,1,0,0,1,0,0,0,0,65,1.8489699,1985,7.59387784460512,0,FALSE,,0.018181818,,0,,FALSE
433340,0.00175833357434134,0.00127845893955517,5447,,Save 70% on Slime Rancher,19.99,,1,1,0,3.7780821,2017,1.56403923167772,1,0,0,1,0,1,0,0,81,2.135565,70783,11.167388265442,0,FALSE,,0.0036764706,0,0.031512607,0,FALSE
433850,0.031550947889456,0.0157415147151791,5447,0,Z1 Battle Royale,0,0,1,9,0,3.2,2018,1.43508452528932,0,1,1,1,0,1,0,0,70,2.9508667,209225,12.2511702864332,0,FALSE,,0.013061224,0,0.71510202,0.581051064655185,TRUE
434270,0.0131742230123972,0.000775491604032135,5447,,Parasite,4.9899998,,1,1,0,5.3123288,2016,1.84250467344162,1,0,0,0,0,0,0,0,58,-99,8,2.19722457733622,0,FALSE,,0,,0,,TRUE
435150,0.00868108182507412,0.000739575407694392,5447,,Divinity: Original Sin 2 - Definitive Edition,44.990002,,2,6,0.693147180559945,3.6575344,2017,1.53848620940299,0,1,0,1,0,0,0,0,93,2.4505758,126718,11.749727315603,0,FALSE,,0.00032786885,0,0.16131148,0.292693285271525,TRUE
437920,0.0627713957578067,0.00754776611437773,5447,,Tricky Towers,14.99,,1,1,0,4.7753425,2016,1.75359756200855,0,1,0,0,0,0,0,0,80,-99,10182,9.22847494217167,0,FALSE,,0.018707482,0,0.0068027209,0,TRUE
438100,-0.00704191242247639,0.000828043111652136,5447,0,VRChat,0,0,1,1,0,4.2739725,2017,1.66278387365887,0,1,1,1,0,1,0,0,-99,-99,101945,11.5321985403138,0,FALSE,,0.0017436589,0,0.83595657,0.881664884382872,TRUE
438740,0.0692582067030174,0.00629427019748714,5447,,Friday the 13th: The Game,14.99,,1,1,0,3.9616439,2017,1.60173711727718,0,1,0,1,1,0,0,0,61,3.0509701,59554,10.994655534315,0,FALSE,,0.0039983164,0,0.46632996,0.896558679989539,TRUE
440900,0.078114996712843,0.000436845622592818,5447,,Conan Exiles,39.990002,,1,6,0,3.0109589,2018,1.38903033991418,0,1,0,1,0,0,0,0,68,2.9490151,70564,11.1642895498481,0,FALSE,,0.0075618979,0.0671986266970634,0.39992681,0.524368298691115,TRUE
444090,0.11768157772775,0.000794582250926913,5447,0,Paladins®,0,0,2,6,0.693147180559945,3.0109589,2018,1.38903033991418,0,1,1,0,0,1,0,0,83,-99,306782,12.633895936249,0,FALSE,,0.0012494422,0.0006403278675862,0.72806782,0.925732636998873,TRUE
452570,0.0454734473685944,0.0336246847747837,5447,,Battle Chef Brigade Deluxe,19.99,,1,1,0,3.4739726,2017,1.4982767387756,1,1,0,1,0,0,0,0,80,-99,1916,7.55851674304565,0,FALSE,,0,,0,,FALSE
453480,-0.00137348442656907,0.00242642882728564,5447,0,Shadowverse CCG,0,0,1,1,0,4.5369864,2016,1.71145038163409,0,1,1,1,0,0,0,0,80,3.1467991,11849,9.38008314656328,0,FALSE,,0.0010277493,0,0.91726619,0.976519336691126,FALSE
456750,0.00972196079576547,0.00469498957714303,5447,,The Room Three,5.9899998,,2,4,0.693147180559945,2.4931507,2018,1.25080410832376,1,0,0,1,0,0,0,0,90,2.4565678,7022,8.85694575615902,0,FALSE,,0.015723271,0,0.022012578,0,TRUE
457140,0.0279896008980245,0.00049454722158716,5447,,Save 60% on Oxygen Not Included,24.99,,2,6,0.693147180559945,1.7835616,2019,1.0237312588079,1,0,0,1,1,1,0,0,86,2.4565678,70241,11.1597017017077,0,FALSE,,0.00477394,0.0600883662700653,0.34625104,0.351620027358877,TRUE
461870,0.0130093496773775,0.0195641630896583,5447,,Police Simulator: Patrol Duty,17.99,,1,1,0,1.8986301,2019,1.06423824607583,0,1,0,1,0,0,0,0,-99,0,3376,8.12474302038557,0,FALSE,,0,0,0.068965517,0,FALSE
464260,0.0414519470764514,0.0263109869250748,5447,,Xeno Crisis,19.99,,1,1,0,1.5369864,2019,0.930976919940577,1,1,0,0,0,0,0,1,75,-99,57,4.06044301054642,0,FALSE,,0,,0,,FALSE
466240,-0.0108924262121597,0.00391275350986647,5447,0,Deceit,0,0,1,1,0,4.191781,2017,1.64707679823483,1,1,1,0,0,0,0,0,60,2.5119708,74858,11.2233616231004,0,FALSE,,0.0041365046,0,0.039296795,0,TRUE
466980,0.0159375064826946,0.0507442186024775,5447,,Can't Drive This,19.99,,1,1,0,0.14520548,2021,0.135584079420734,1,1,0,0,1,0,0,0,80,0,316,5.75890177387728,0,FALSE,,0,,0,,FALSE
469600,0.0480794262122086,0.0047048807151659,5447,,Legion TD 2 - Multiplayer Tower Defense,19.99,,1,1,0,3.4739726,2017,1.4982767387756,1,1,0,1,0,1,0,0,-99,-99,3426,8.13944052187461,0,FALSE,,0.022745412,0,0.42777336,0.999999988824129,TRUE
470220,-0.00336553887430768,0.00435924700553799,5447,,UNO,9.9899998,,16,73,2.77258872223978,4.4246573,2016,1.69095472692427,0,1,0,1,0,0,0,0,71,1.6499156,32456,10.3876714153557,0,FALSE,,0.0090065505,0,0.024563318,0.002470810431987,FALSE
473950,0.0377428840444075,0.0212999139315353,5447,,Save 30% on Manifold Garden,19.99,,1,1,0,0.55616438,2020,0.442224062849927,1,0,0,1,1,0,0,0,85,3.126797,2205,7.69893619981345,0,FALSE,,0.026666667,0,0,0,FALSE
477160,0.00422157592944714,0.00417176028604781,5447,,Human: Fall Flat,19.99,,2,10,0.693147180559945,4.8054795,2016,1.75880221294442,1,1,0,1,0,0,0,0,70,2.0312819,142488,11.8670200827289,0,FALSE,,0.0078094495,0,0.020304568,0.0274886135011911,FALSE
480490,0.00739985309640776,0.00140657879244652,5447,,Prey,29.99,,9,35,2.19722457733622,4.0219178,2017,1.61381189262055,0,0,0,1,0,0,0,0,82,2.0557408,35639,10.4812238815847,0,FALSE,,0.00091575092,0,0.053113554,0,TRUE
481510,0.0116743113101238,0.00494954175364035,5447,,Night in the Woods,19.99,,1,1,0,4.2191782,2017,1.65233995655049,1,0,0,1,0,0,0,0,88,2.5086293,12246,9.41303628802129,0,FALSE,,0.0018761726,0,0.07692308,0,TRUE
488790,0.011134200610359,0.00181941937787795,5447,,South Park™: The Fractured But Whole™,49.990002,,16,73,2.77258872223978,3.5698631,2017,1.51948324822109,0,0,0,1,0,0,0,0,81,2.5917835,15550,9.65188022422134,0,FALSE,,0.0058252425,0,0.054368932,0,TRUE
491540,0.0122423256029881,0.0094762811757926,5447,,The Bus,24.99,,1,1,0,0.12876712,2021,0.121125992854414,0,1,0,1,0,1,0,0,-99,2.6130071,2032,7.61726781362835,0,FALSE,,0.015748031,0,0,0,FALSE
493340,0.00416722766524632,0.000905218334652257,5447,,Planet Coaster,44.990002,,3,4,1.09861228866811,4.4821916,2016,1.70150494801773,0,0,0,0,0,0,0,0,84,2.4930928,48342,10.7860767127373,0,FALSE,,0.0058774138,0,0.41477749,0,TRUE
504230,0.00488448506105319,0.00114757120106322,5447,,Celeste,19.99,,1,1,0,3.2931507,2018,1.45702089228342,1,0,0,1,1,0,0,1,88,2.048574,39722,10.5896856440079,0,FALSE,,0.0022386389,0,0.45981643,0.64107185904868,TRUE
504370,0.115641511101629,0.00401803130299921,5447,0,Battlerite,0,0,1,3,0,3.5068493,2017,1.50559830627352,0,1,1,0,1,1,0,0,85,2.6027675,57071,10.9520689075987,0,FALSE,,0.0079365084,0,0.074603178,0.0166578248608857,TRUE
505460,0.047017964467706,0.00190096763232891,5447,,Foxhole,19.99,,1,1,0,3.7917807,2017,1.566902095993,0,1,0,1,0,1,0,0,-99,-99,16407,9.70552429975222,0,FALSE,,0.0035685964,0,0.65860426,0.949638803489506,TRUE
506500,0.0409686324945547,0.0444543471045027,5447,,Party Panic,16.99,,1,1,0,3.7616439,2017,1.56059296576413,1,1,0,0,0,1,0,0,-99,-99,2410,7.78779687818117,0,FALSE,,0,,0,,FALSE
506610,-0.00255414974812832,0.0110934900468895,5447,,Five Nights at Freddy's: Sister Location,7.9899998,,3,9,1.09861228866811,4.5945206,2016,1.72178765444672,1,0,0,1,1,0,0,0,62,2.0158379,7393,8.90842413949658,0,FALSE,,0.0089285718,0,0.0044642859,0,FALSE
508440,0.016353171349798,0.00188817754094558,5447,,Totally Accurate Battle Simulator,19.99,,3,3,1.09861228866811,0.10958904,2021,0.103989712536393,1,0,0,0,0,0,0,0,-99,-99,66948,11.111686414488,0,FALSE,,0.0037807184,0,0.06427221,0.0521246450953186,TRUE
513710,0.0480097916526951,0.00140501565942053,5447,,SCUM,34.990002,,1,1,0,2.7013698,2018,1.30870296735328,1,1,0,1,0,1,0,0,-99,-99,56776,10.9468865931257,0,FALSE,,0.0061991005,0.0543537922203541,0.63097119,0.700187716691289,TRUE
514900,0.00285474651429911,0.0438662227380016,5447,,>observer_,0,,1,1,0,3.7397261,2017,1.55597934922725,1,0,0,1,0,0,0,0,78,2.1965137,5455,8.6044711995233,0,FALSE,,0.011560693,0,0,0,FALSE
516750,0.0128205846393338,0.00337090360651579,5447,,My Summer Car,14.99,,1,1,0,4.547945,2016,1.71342758892111,1,0,0,1,1,1,0,0,-99,-99,34243,10.4412666458624,0,FALSE,,0.020012129,0,0.5124318,0.241250750143081,TRUE
518150,0.0457730082388529,0.0144165187102383,5447,,Intruder,19.99,,1,1,0,2.1972604,2019,1.16229431812137,1,1,0,0,0,1,0,0,-99,-99,3469,8.15190987294091,0,FALSE,,0.031055901,0,0,0,TRUE
518790,-0.00661673146418333,0.00278351134677484,5447,,theHunter: Call of the Wild™,19.99,,1,3,0,4.2328768,2017,1.65496118421211,0,1,0,1,0,0,0,0,76,2.65623,85312,11.3540821251501,0,FALSE,,0.010992276,0,0.39483067,0.0545779619569657,TRUE
520670,0.0320864421402665,0.00337416090531932,5447,,Strikers Edge,14.99,,1,2,0,3.2794521,2018,1.45382498738052,1,1,0,0,0,0,0,1,63,-99,106,4.67282883446191,0,FALSE,,0,,0,,TRUE
523000,0.0361821643360469,0.0173524008498502,5447,,Princess Maker 2 Refine,19.99,,1,1,0,4.6191783,2016,1.72618544325147,0,0,0,1,0,0,0,1,80,-99,1093,6.99759598298193,0,FALSE,,0,,0,,TRUE
524220,0.0394809340202449,0.00193170046240685,5447,,NieR:Automata™,39.990002,,15,61,2.70805020110221,4.1534247,2017,1.63966148395884,0,0,0,1,0,0,0,0,84,-99,95134,11.4630522144745,0,FALSE,,0.0037965071,0,0.088838272,0.203141600708477,TRUE
526870,0.0228017056566459,0.000353512102429631,5447,,Satisfactory,29.99,,3,6,1.09861228866811,0.92328769,2020,0.654036060201154,1,1,0,1,0,1,0,0,-99,-99,63113,11.0526978939673,0,FALSE,,0.0063002193,0,0.45781592,0.766092502322863,TRUE
527230,0.00399463335989801,0.00370216213405633,5447,,For The King,19.99,,2,10,0.693147180559945,3.0630138,2018,1.40192501350487,1,1,0,1,0,0,0,0,91,2.6053457,22117,10.0041470356353,0,FALSE,,0.0049157306,0,0.056882024,0,FALSE
532110,0.0022473985659647,0.0074190062959523,5447,,Rusty Lake: Roots,2.99,,1,4,0,4.5589042,2016,1.71540100250749,1,0,0,1,0,0,0,0,75,0,4220,8.3478273457825,0,FALSE,,0,0,0.015625,0,FALSE
532210,0.0730392194826263,0.00187709337705453,5447,,Life is Strange 2,0,,15,61,2.70805020110221,2.6246576,2018,1.28775982867305,0,0,0,1,0,0,0,0,80,2.9861045,23680,10.072428317836,0,FALSE,,0.0080536911,0.0594530627131462,0.07315436,0.0006836708053015,TRUE
535520,0.012379694814606,0.0445182258003155,5447,,Nidhogg 2,14.99,,2,1,0.693147180559945,3.7397261,2017,1.55597934922725,1,1,0,0,0,0,0,0,80,1.200001,926,6.83195356556586,0,FALSE,,0,,0,,FALSE
536220,-0.0034106751951674,0.00817017850115824,5447,,The Walking Dead: A New Frontier,14.99,,5,6,1.6094379124341,4.3917809,2016,1.68487573851141,0,0,0,1,0,0,0,0,69,2.6562293,11563,9.35565210313624,0,FALSE,,0.0017699115,0,0.030088495,0,FALSE
544750,0.0844674676904396,0.00173715889334397,5447,,SOULCALIBUR VI,59.990002,,12,50,2.484906649788,2.5643835,2018,1.27099110763562,0,1,0,1,0,0,0,0,80,2.9185538,9267,9.13432288555227,0,FALSE,,0,0,0.47916666,0.772642260417342,TRUE
546050,0.0732091186932914,0.00560153298610508,5447,,Puyo Puyo™Tetris®,19.99,,17,84,2.83321334405622,3.2027397,2018,1.43573662215175,0,1,0,0,1,0,0,0,78,2.9185538,4768,8.46989191829822,0,FALSE,,0,,0.018018018,,TRUE
546560,0.00823359030323045,0.0015521582886022,5447,,Half-Life: Alyx,59.990002,,10,27,2.30258509299405,1.1342466,2020,0.75811370384153,0,0,0,1,0,0,0,0,93,1.5757883,60167,11.0048959285062,0,FALSE,,0.0066730217,0,0.021925643,0,TRUE
548430,0.0201862935228602,0.00113627084519164,5447,,Deep Rock Galactic,29.99,,3,6,1.09861228866811,0.99452055,2020,0.690403695644414,0,1,0,1,0,0,0,0,85,2.0694389,94311,11.454363713972,0,FALSE,,0.0020120724,0,0.28118712,0.789772711228579,TRUE
550900,-0.0104542349578794,0.00351007164846617,5447,0,Metin2,0,0,1,7,0,14.408219,2006,2.7349010683504,0,1,1,0,0,0,0,0,-99,3.0685885,13170,9.48577272199905,0,FALSE,,0.01040989,0.0319607853889465,0.91776186,0.936333321316852,TRUE
552520,0.00957040157350555,0.000487334670141306,5447,,Far Cry® 5,59.990002,,16,73,2.77258872223978,3.128767,2018,1.41797881518335,0,1,0,1,0,0,0,0,80,2.6547337,104343,11.5554484120501,0,FALSE,,0.0034638033,0,0.052649811,0.204999998211861,TRUE
552990,0.0302022302922809,0.00108242481774031,5447,0,World of Warships,0,0,2,3,0.693147180559945,3.4876711,2017,1.50133388122124,0,1,1,0,0,0,0,0,81,3.1508343,83991,11.3384768351948,0,FALSE,,0.030335605,0.113648150116205,0.87270582,0.944318106317951,TRUE
553310,0.0317378303459511,0.0100300093493447,5447,,Lethal League Blaze,19.99,,2,2,0.693147180559945,2.5479453,2018,1.26636864719207,1,1,0,0,0,0,0,0,85,0,4452,8.4013333053217,0,FALSE,,0,0,0.24456522,0.511737108230591,TRUE
554620,0.00341377277187009,0.00385500004295172,5447,,Life is Strange: Before the Storm,16.99,,15,61,2.70805020110221,3.6958904,2017,1.54668774324151,1,0,0,1,0,0,0,0,77,2.190088,34031,10.43505653744,0,FALSE,,0.002301496,0,0.025316456,0.105565115809441,FALSE
555160,0.0155149063168517,0.00155032204019635,5447,,Pavlov VR,24.99,,1,1,0,4.2027397,2017,1.64918535222716,1,1,0,0,0,1,0,0,-99,-99,24490,10.1060609821056,0,FALSE,,0.011235955,0,0.0016051364,0,TRUE
559650,0.0184664448376769,0.0183633992269028,5447,,Witch It,19.99,,3,14,1.09861228866811,0.55068493,2020,0.43869672364896,1,1,0,1,0,1,0,0,80,-99,10802,9.28757915231698,0,FALSE,,0.010869565,0,0.0063405796,0,FALSE
567640,-0.00143908828423558,0.00242094223085006,5447,,Danganronpa V3: Killing Harmony,39.990002,,3,13,1.09861228866811,3.6246576,2017,1.53140233579142,0,0,0,1,0,0,0,0,80,2.2924995,12654,9.44580767297922,0,FALSE,,0,0,0.44866386,1,FALSE
570940,0.0189723182171227,0.00115379111094397,5447,,DARK SOULS™: REMASTERED,39.990002,,1,1,0,2.9698629,2018,1.37873156009775,,0,,1,1,,,,89,2.7560205,45544,10.7264561271789,0,FALSE,,0.0040696217,0.0202687364071608,0.27717257,0.256637801452598,TRUE
571740,0.0079726936881608,0.00355101870826544,5447,,Golf It!,8.9899998,,1,1,0,4.2301369,2017,1.65443745364247,1,1,0,0,1,1,0,0,-99,-99,14422,9.57657943358351,0,FALSE,,0.01734646,0,0.024847632,0,TRUE
572890,0.00166127025686586,0.00695347570875266,5447,,Pikuniku,12.99,,5,34,1.6094379124341,2.2958903,2019,1.19267632872635,1,1,0,1,0,0,0,0,74,1.8660706,4312,8.36938899664784,0,FALSE,,0.0079051387,0,0.15019763,0,FALSE
578080,0.0647127539541589,0.00496436739360587,5447,,PUBG: BATTLEGROUNDS,29.99,,1,1,0,3.3890412,2017,1.47911079776616,0,1,0,0,1,1,0,0,86,-99,1775088,14.3893611204797,0,FALSE,,0.0063362671,0.0018567400356915,0.81296712,0.870942156101762,TRUE
581320,0.00485482410229479,0.00111752048896977,5447,,Insurgency: Sandstorm,29.99,,3,36,1.09861228866811,2.4136987,2018,1.2277963662304,1,1,0,1,1,0,0,0,78,2.3743751,77498,11.2580203120324,0,FALSE,,0.00155521,0,0.20580612,0.0156620442867279,TRUE
582010,-0.00088134353939368,0.00149433656719413,5447,,Monster Hunter: World,29.99,,13,14,2.56494935746154,2.7561643,2018,1.32339830373329,0,1,0,1,1,0,0,0,88,2.9002361,328447,12.7021338090952,0,FALSE,,0.0037411668,0,0.5419842,0.26961813037633,FALSE
582660,0.072172542553718,0.00221704098357745,5447,,Black Desert,9.9899998,,1,2,0,3.9671233,2017,1.60284085965443,0,1,0,1,0,0,0,0,73,3.0320055,46008,10.7365923085078,0,FALSE,,0.017824262,0.0069666041526943,0.91964847,0.973720778357347,TRUE
587620,0.024014630040467,0.00554366762900225,5447,,Okami HD,19.99,,13,14,2.56494935746154,3.4136987,2017,1.48471304542316,0,0,0,1,0,0,1,0,92,2.6958764,6069,8.71111388405354,0,FALSE,,0.0026246719,0,0.15223098,0,TRUE
588730,0.00431114552028506,0.0599520889967265,5447,,Majotori,5.9899998,,2,2,0.693147180559945,4.1232877,2017,1.63379636188111,1,0,0,1,0,0,0,0,80,1.2000042,1146,7.04490511712937,0,FALSE,,0,,0,,FALSE
589290,0.0227759088031614,0.0061028068027914,5447,,Holdfast: Nations At War,19.99,,1,1,0,1.1835617,2020,0.780957350929179,1,1,0,0,0,0,0,0,-99,-99,15403,9.6423824949348,0,FALSE,,0,0,0.11026616,0,TRUE
592580,0.0153930350585311,0.00444138393289916,5447,0,PRO EVOLUTION SOCCER 2018,0,0,1,1,0,3.660274,2017,1.53907424469227,0,1,1,1,0,0,0,0,81,2.9166358,4013,8.29754352935628,0,FALSE,,0.048780486,,0.19512194,,TRUE
594040,0.033150828019334,0.0708206852037068,5447,,,6.9899998,,1,1,0,2.2164383,2019,1.16827462934388,,0,0,,0,,,,-99,-99,,,0,FALSE,,0,,0,,FALSE
594330,0.0197882017327919,0.00832005449692294,5447,,Visage,34.990002,,1,1,0,0.52876711,2020,0.424461600107063,1,1,0,1,0,1,0,0,81,2.387759,5261,8.56826646160024,0,FALSE,,0.0082377642,0.0003919764712919,0.032789532,0.647557166172192,TRUE
594570,0.010501636923327,0.000349696425866843,5447,,Total War: WARHAMMER II,59.990002,,17,84,2.83321334405622,3.6191781,2017,1.53021678883459,0,1,0,1,0,0,0,0,87,2.457823,99968,11.5126154169103,0,FALSE,,0.002986189,0,0.5944382,0.992572274706617,TRUE
594650,0.0486080841358975,0.00271178010597665,5447,,Hunt: Showdown,39.990002,,1,3,0,1.7068493,2019,0.995785338598575,0,1,0,1,0,0,0,0,81,3.0111639,98881,11.5016824990242,0,FALSE,,0.0077178818,0.0155623415485024,0.63252985,0.532633754275366,TRUE
595140,6.72343719491279e-05,0.0170496841753728,5447,,Immortal Redneck,19.950001,,1,1,0,4.0465755,2017,1.61870989444883,1,0,0,0,1,0,0,0,78,1.9192691,2697,7.9002660367677,0,FALSE,,0,,0.0068027209,,FALSE
