"","var","highest_10","lowest_10","t_stats"
"1","game_age",4.51497720708333,6.54703197283333,0
"2","publisher_size",5.66666666666667,6.75,0
"3","regular_price",15.5771669733333,18.3930003333333,0
"4","metacritic_rating",80.3965517241379,74.5,0
"5","std_rating",2.72975216304348,2.24217242245614,0
